Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
167913,B001AHL6CI,A3A15L96IYUO6V,Michael Smith,0,0,4,1220832000,Interesting twist on tortilla chips,"Olives and tortilla chips...who ever though such a combo would be so good? No trans fats, not overly salty, nothing artifical (like the label says...) makes for something a bit different that your typical tortilla chip.<br /><br />You don't need any salsa or cheese on top of them -- the flavor is perfect (if you like the taste of green olives, that is.) You'll be asking for more as the 1 oz. bag will not be enough!"
327080,B00061EMNE,A1LGWFK7XVC0KN,Marie Marks,0,0,2,1329264000,Would not recommend,I tried making biscuits twice and ended up throwing out both batches. It has a strange taste to it and the consistency was not good. I would recommend gluten free bisquick over this.
217905,B001E1ZKPO,A177ZECTZZ782U,"C. Sanders ""Tinalicious""",0,0,5,1339372800,Taste better than the Pink Lemonade K20 Protein Water...,"I like this flavor it's so much better than the Special K20 Pink Lemonade that I ordered before. I had to wait and order this one when I found a seller with a lower shipping cost. Also, I liked that it shippped out in a day. I will definitely order again before I run out."
346691,B000DZFMIM,A3G0D9UUXUSE75,S. J. Stuart,1,1,5,1170460800,Real Ginger-Real Bread,"These will satisfy the craving for gingerbread.  When you bite into them, you'll immediately know you're in for a treat.  The eating experience alone hits the reward center of the brain.  Soft, dense and chewy describe the cookie's character.  The rich flavor of molasses provides depth to the tasting experience.  Shredded Ginger gives the cookie a distinct texture and kick to the palate.  One cookie can satisfy the worst craving for carbs.  All the Pamela cookies are delicious, but this one could be a dessert all on its own."
179816,B008GRONV6,A2G7B7FKP2O2PU,D. Leschke,0,0,5,1319846400,Extremely Useful,"I keep these on hand all of the time since discovering them.<br />Anytime I want to give our dog something she might not gobble up, I can simply mold these things around the pill or other soft treat and she's happy to take her medicine.<br />Much easier to use than velveeta or liver sausage and the things are very pliable, allowing me to encapsule whatever I want her to take."
40586,B00020HHRW,A2SLUYU6MAY7BE,"K. Tennessee ""k. Tennessee""",2,2,5,1318032000,soothing,"Maybe this is a placebo effect however, since I have been drinking this tea, sometimes in the morning and some times at night, I have felt more calm and my mood is somewhat lifted. The taste is fine- I sometimes add a little honey but it is fine as is. I will continue to use this tea. I do think it helps with your mood."
387340,B0000CDBRN,A1W9PNPJDJUKFV,Jessica,2,2,5,1302307200,Great for Salmon,Great seasoning for salmon.  Just a little bit of olive oil and this stuff and you are good to go.
494603,B003G1ZRTY,A1N9S3NVGP9GQA,olivgood,3,5,1,1316995200,Stale !!!,"The crackers I received were stale and one package had tiny insects crawling out.  Amazon refunded my money but it was very upsetting and it has spoiled my taste for the crackers. However, when these crackers are fresh they are a very good diet aide.  I used them in the past between meals to cut down my appetite.  They are very low calorie and spread with a little peanut butter, tasty.  Unfortunately because of my bad experience I am no longer able to eat them."
162220,B000EMAZS6,AAR83JEX304YF,L. Moran,1,1,5,1274832000,Can't find it in stores!,"I use this soup mix in several recipes that I have been making for years. A couple of years ago Lipton quit selling it in stores. You can order it directly from Lipton, but the price and service are not nearly as good as Amazon. This soup makes a great sauce, marinade, crock pot base, vegetable glaze and several other things. I truly use it a couple of times a month, and wouldn't know what to do for a replacement. If you love garlic (and who doesn't?) you should try this soup. It comes with recipes to start you out too."
188314,B0027Z8VES,ATO15M4Z5S3MB,Uncle Ronald,0,0,2,1343779200,"Smells good, no taste...","My son send the coffee to my wife for Mother's Day.  We opened the package full of expectation... The coffee smells pretty good, but is really lacking in the taste department.  Its taste is in the blend side, and not bitter nor flavorful.  We use a Krups Expresso machine, so we can extract most of the flavor from the coffee.  This product is no comparison to the Starbucks French Roast."
547519,B006HYLW32,AJTT716I37Q6J,Carolyn Lattanzio,0,0,5,1324425600,Single Serve Pop Chips,"It is so convenient receiving these single serve Pop Chips through the mail.  They stay fresh, and there is no waste or overdoing it.  One little bag is a decent portion of these tasty chips, and I've never seen this size in a store."
510238,B002ZOK1B2,AS7DDMPAFZK28,marilyn frasca,2,2,2,1313798400,Too Mild,We really miss the Starbucks breakfast blend discs. I have tried most Tassimo products and none compare.<br />Oh woe. Any word of new coffee blends coming?
156885,B000H27KAE,A3TN9GOH6PK635,Bob,0,0,5,1346889600,Perfect coating,"This is the easiest way to prepare fried fish ever. While fish is damp, just coat it with luziane and fry. It is delicious!"
330068,B0002D8MBY,AJGY3KCK6NAW5,Newinsight,2,2,5,1277942400,Nothing like it!,"I went over my friends house who is from Jamaica, and we grilled some chicken with this marinade. This was over weeks ago and I'm still thinking about it! I asked her where she bought it (and obviously it came from Jamaica), so I was glad to see it on Amazon!<br /><br />Listen to the other reviews, I have never bought a marinade online (usually just go to the grocery store)and I'm telling you its worth every penny!"
409208,B004076V34,A302GJM3CGZLM0,Cheryl Matejek,3,4,5,1291680000,Great Cereal,I have this for breakfast everyday with raspberries on top. It is delicious. I always look forward to eating it.
519732,B000I4DG18,AFGBQKMWYCH81,Evelyn M. Fenner-Dorrity,0,0,5,1322784000,Smells and tastes heavenly,"I really love this tea, the balance of lavendar and chamomile is perfect. It's very soothing. I found it at Safeway for $4 a box on sale. It is the best tea to enjoy just before bedtime."
19379,B0036THN2A,A1O8U4WRJWB1JH,Olga L. Uriarte,0,0,5,1350345600,What you expected,"If you are looking to keep your milk production, this product will help you. I have been lactating my baby for three months and my milk supply has not stopped."
324805,B0059X9A3G,AS6OXQ617I0UA,sharath reddy,0,0,5,1346112000,awesome...,I got this from a local store here for $3.49. Awesome taste. too tasty. worth it. 100% recommended. Go for it.
284551,B001P3NU44,A1ZJE0LO55E4UN,Maximus,0,0,5,1337644800,Good for favorite pooch,These chews are a hit with my Cavalier King Charles Spaniel who does not like to have his teeth brushed. They are a good value and are the same as sold from the vet.
469,B000G6RYNE,AU3VZDTQH0J4M,C. Charles,0,0,5,1231545600,These chips make me weak at the knees,These chips remind me of a long obsolete brand of chips we could get in middle school. They are by far the tastiest chips I've had and it's impossible to walk past the aisle without picking up the trademark blue bag and then putting the bag clip on the bag!
490141,B000H7GS5W,A3TSIOLMFAQRZN,toadhall,17,18,5,1159660800,bought these cookies to qualify for fee shipping!!,"I just bought these cookies so I'd get free shipping on a couple of other items I wanted. WHAT A FIND. They are fantastic. I didn't realize I was getting a box of six boxes of TOP QUALITY, DELICIOUS cookies. We polished them all off in short order with lots of company at the cottage this summer. My husband was thrilled that they were organic, my brother and his wife found them a chocolate lovers delight, the grandkids gobbled them up, and I was astounded that they were gluten free and wheat free so I could enjoy them as well. We will all be ordering lots more."
173437,B006N3I0N2,A27LG5URLTQN4P,"B. Taylor ""bt495""",0,0,5,1234310400,Great deal,Great deal!  I am a member of a coffee club and decided to try this and saved a couple of bucks. Good deal
242592,B002JIO0RU,A30W1O9IBAQZ21,GemsandStuffJewelry,1,4,1,1327795200,This stuff is awful.,"The Atkins All Purpose Bake Mix tastes really bad. It was a waste of my money. I had to throw it in the garbage, the used and unused."
539711,B0010VO7EI,A3PECZX773ME74,E. K. Moseley,1,2,3,1211932800,BC Mini Choc cake,"These were OK, however they are pricey and not the best chocolate. They are moist and can be addictive. They are portion controled, so it is easy to not over eat.<br /><br />Hope this is helpful. I will buy again."
355283,B000SARJHY,A15PC5SRKVX82X,"Barbara A. McCray ""Barbara Milic McCray""",1,1,5,1299888000,spicy delicious orange cinnamon tea,"This is a great tea.  If you make a sun tea with it, then the primary flavor is the spice.  This is great for ice tea since it is very refreshing.  If you brew it, then the orange is a more predominant flavor.  I have enjoyed this tea immensely and it is very reasonably priced for what you get."
412893,B007P5JG08,A2RW6USHIV960S,Tylann,0,0,2,1349222400,Not My Cup of Tea,"I'd already tried a couple of other varieties of this line and had liked them, so I expected to like this flavor as well, However, this tea has an unpleasant flowery aftertaste that makes it feel as though I'm drinking perfume. After a sip of this flavor, I feel like I need something else to drink because something about it just leaves me feeling thirstier than before.<br /><br />Maybe it's a taste some people enjoy, but it's not one I will be buying again."
327065,B001E5E3EE,A397KMU7AFZ1PV,SOutlawS,0,0,5,1329091200,Raisin Bran Review,"This is the only raisin bran I can find that is made without sugar.  I am pleased with the cereal but wish the raisins were not always clumped together--I have to separate the raisins after pouring out the cereal.  Of course, that is probably a small inconvenience to have for the sake of a cereal without added sugar.  I'll continue to buy this brand."
490243,B001EPQ2WK,A3KWCNTUY214BY,"Marki Mark ""MarkiMark""",1,1,5,1336003200,Amazing quality for the price,"I ordered this for my wife, who likes to bake various kinds of bread. It became harder to find Caraway seed locally, so we took a chance with this product. AND WE ALL LOVE IT!!! When we opened the container, the fresh smell of the spice quickly filled the room. And it's much cheaper in bulk than buying the tiny glass containers locally. If you know, how to use this spice: This product can't be beat!"
400723,B002UQ78FC,A1T3LA8JBH1EAV,Michelle N Wickline,1,1,5,1289174400,LOVE it iced or hot!,This tea is very refreshing iced and makes a great anytime treat hot! Love it and can't wait to try the others in Zhena's tropical collection!
545814,B001E5E1C8,A32U8P2FZETSC7,"Laura Von Solos ""Laura""",0,0,5,1269907200,Great snacks,My dog loves these snacks and they don't have artificial ingredients.<br /><br />They come in a resealable bag which is good - they do get a bit hard if they are not kept sealed up.
469122,B000AQFQC6,A2A7MGN5I9SMT1,H. Parker,1,2,3,1140393600,shipping,I was disappointed that there was no communication about the delivery date being late.  I got an email that said I would receive item within 7 days of the order and then I got billed on my AmEx and still no product. The product finally came 3 weeks later.
168605,B0001ES9F8,A30AGBFWXBT0CS,TootieCat21,2,2,1,1340668800,Pods not available,"Don't bother buying a Senseo coffee maker. The coffee is delicious and a cup is brewed very quickly, IF YOU CAN BUY THE COFFEE PODS. No other brand tastes as good. Senseo has mismanaged their conversion to online only selling (check out the Senseo FaceBook page) and promised to have pods available by mid June. It is June 26 and there isn't a pod to be found anywhere. Good-bye Senseo, hello Keurig."
168131,B005VOOKS8,AMINDUR57XJX6,"Ronald Hammond ""Hooker""",2,4,5,1333324800,Delicious,"My wife and I are coffee drinkers. We love the stuff. We're addicted. We've got just about every manner of coffee making device you can think of in our home, from French presses to cheap and expensive coffee making machines. And we have a one cup pod machine, sitting next to our Keruig machine.<br /><br />Why do we have all this coffee making paraphernalia? We're old, we've had more anniversaries, birthdays and Christmases than most and everybody we know, knows we love coffee.<br /><br />The above being said, how do I rate this coffee? And how does my wife rate this coffee? Four thumbs up, that's what we give it. Delicious. Just one word to describe it, that's all this coffee needs. Delicious. I'll say it again, Delicious."
228479,B0075AKAIU,A27FPBDKTAY40V,Grami5,0,3,5,1323734400,Prompt response,Excellent service from shipper and exact product I was looking for. I didn't know I would be able to get it in the States.
477326,B007QHABQS,A2Z5RSZZO0GWLO,Lifesofine,0,0,3,1349395200,Good but Doggie thinks it's a pill,It is shaped like my dog's supplements and he sometimes won't eat this. I have a picky dog and a good memory dog. so the cookies are shaped like his supplements and it's hard to get him to eat it. it doesn't have a very strong odor if at all. it's a hard biscuit.
67758,B000G6MBUA,A2GOE7ITDGYVE,Lee Brownell,0,0,5,1297900800,Tangy goodness.,"These are so tangy it prevents me from eating too many, a handful or two does the trick. Very crisp and savory."
62975,B0025UNVEU,A32CIXDQFVUFBL,Richard Lowe,0,0,5,1334448000,What's PB without jelly?,I ordered this product to go with the Skippy peanut butter cups that I sent out to some guys in Afghanistan. Product came on tiume and as ordered!
79294,B003TNANSO,AUS545VE0P2J1,Paul,0,0,5,1350000000,Try frozen,"I just finished my second box of the dark choco cherry cashew. Im over in a hot box so I knew they would arrive somewhat melted, so I threw them in the freezer and they were amazing! If you have kids I dont recommend freezing them but if not you should try esp if they arrive melted they harden up (no mess at all)."
547047,B0031R5WPC,AAJF6F4D27Y6E,Kimpossible,0,0,3,1315180800,"Good coffee, not for me","I read quite a bit of reviews before buying this coffee.  I am not an avid coffee drinker, but do enjoy it.  This coffee is good, but not my favorite.  I wish there were a little more almond taste.  This coffee is very sweet and heavy.  It is a good, but in moderation.  Definetly a dessert coffee, I drink it at night.  It does make the whole room smell good though!  I might buy it again, but only to drink once in a blue moon."
291921,B001EO5Y8Y,A1V77FNG4VM07K,Jessica,0,0,5,1307232000,Dark Magic - Green Mt. K Cups,"This is a fantastic, full-flavored, coffee for those who like bold or dark coffees.  Initially I was reluctant, cause of the name,to buy it, thinking it might be flavored or something, but I was in for a surprise.  I highly reccommend this coffee for BOLD lovers; you'll hardly know it came from a K-Cup."
298178,B004C9PTCE,A2BM7S6CYF26ZS,robbie,0,0,4,1348358400,very hot,"If you like hot things, you'll definately want some of this ghost chili powder. It comes in a small bottle and to use it,you have to unscrew the cap and shake it like a pepper shaker.Be very careful of how much you put in your food,cause it'll make it so hot that you can't eat it hardly.This stuff is great for people that like to play pranks by spiking foods...lol"
119461,B0005XO85A,A24SBR5JD811B5,diy guy,1,2,5,1301184000,Great for Martini's,We ordered this to make Key Lime Pie Martini's and it is excellent!  I have found other recipes that call for Key Lime juice and am relieved to always have something on hand now.  We orderd 3 bottles and will order more when this supply is gone.
359337,B007M832YY,A335ZX9N3UWHX4,"C. Rhodes ""NewLadyinFl""",1,1,5,1254096000,DELICIOUS and ADDICTIVE,Everyone who tries them ends up eating the entire bag.  We ordered two cases of 12 in bbq and garlic parm and they were gone in two weeks.  Between guests and midnite snacking there are two garlic parms left.  Ordering more today!
102868,B007JBLLK6,A1YVGCFGRZY3WO,hau v nguyen,1,1,5,1345852800,Better than Jelly Belly,"I recently bought David's Signature Beyond Gourmet Jelly Beans Fruit Mix. It was like eating a bowl of real fruit. Buy it, eat it, enjoy it, and buy it again."
60984,B001T4UMM2,AW5WV40UJRKEM,CJ,0,0,5,1305676800,Great Product,"Our dog has massive allergies and this is the first treat we have found that does not only make him very happy but does not cause him any issues.  He is 12 years old, is going blind, has a sensitive stomach and bad arthritis so you can imagine how great it is to find a treat that he can not only enjoy but can causes no harm.  To us, the side benefit is his teeth are doing great.  Does not need cleanings and has no bad breath.  I highly recommend these for all dogs."
11263,B0017128OM,A2BC44L1R848NH,Trish,0,0,1,1342051200,Not worth the money,"I bought the top sirloin hoping to finally get a ""good"" steak at home.<br />The first ones we cooked....could hardly cut with a steak knife.<br />The second time we tried them, I tenderized for quite some time.<br />They were more edible that way, but still nothing better than I could have bought at the local grocery store.<br /><br />Except for the packaging, there is nothing good I can say about these steaks.<br />If you figure the price per pound, these steaks should cut with a butter knife.<br /><br />Will never buy again."
97138,B000FK9CFE,A2DV48TSVVVO6V,Jesus is my Savior,0,1,5,1215388800,Delicious and flavorful... all natural - what more could you want?,Great dressing.  We have also tried the ranch AND the parmesan and roasted garlic flavors.  They are all of tremendous quality and flavor.  Finally a brand that is NOT trying to poison us with hydrogenated oils and/or high fructose corn syrup.  It is such a nice change of pace when I don't have time to make my own dressing!  I suggest you try these!
110940,B0085YB426,A35OBW84S3ZNHC,Karen Vujevich,0,0,5,1271808000,Timothy's Italian Blend-Keurig,"I tried this coffee based on the suggestions of other reviews. I wasn't disappointed. This coffee has a rich, smooth taste. My Keurig has 2 settings. I make mine with the lesser amount of water and it truly is delicious. Very satisfied customer!!"
507054,B005585CUK,A22KB6WM11B2FJ,"Diana Cheng-robles ""doc""",0,0,5,1326672000,like candy,love these low calorie snacks. I count calories and these are so delicious they are great for that 3p snack. They taste like candy
67397,B0043FC4GQ,A3RCX3IQ8L6HHW,MV,2,3,2,1318032000,Way too sweet.,"Loved the filling but the frosting is WAY too much.  It made the whole thing too unbearably sweet.  I wound up scraping off the frosting layer when eating them, which sadly wasted part of the crust.  If this wasn't frosted it would be PERFECT.  As it is I won't buy it again."
358265,B0032CJPOK,A1E144FVWISXM7,"Victoria ""shippi""",2,2,5,1336780800,It's perfect for our daughter,Ofcourse it may not work for all babies....for us its perfect....we were on another formula (gentlease) first ....and I really wanted to get our daughter on a formula that's organic....she loves it!  Of course not as good as mommys milk :( but its organic at least I feel a little better....
124610,B000PEEBYC,A3E6TYKT6X4Q13,"Dee ""Dee""",0,6,1,1306281600,Stale food,The bag I got did not look like the bag pictured. The food was stale and my dog got sick. Will not be buying dog food from here again.
219182,B003L4BOM0,A3IKDMFP2DBIT3,"R. Nakano ""Manowar""",1,1,5,1293408000,Give this Coffee a Try!,"I went to Costa Rica for a short vacation and didn't realize how great the coffee is over there.  I ordered some online, same price as coffee sold in the US.  People at my work love it, way better than any starbucks.  Verrrrry Smoooth!"
370346,B000H740UW,A3EEQ2FCILU5SU,Kenneth B. Ocheltree,1,1,1,1328486400,Introduces children to Artificial Sweetners,"Contains Sorbitol which makes the cereal taste artificially sweet, not a good thing for children to get used to as it gives an increased craving for sweetness."
51164,B000FIXT2I,A1UD3VVFAAIJMV,Jules_Wally,0,0,5,1306800000,Quick & Easy,Perfect for our self-feeding baby as the consistency of the rice is slightly sticky so that little fingers can grab a perfect bite.
450296,B0012BUR6S,A3HPZ6BIMNXSZR,"Gabriela Perez ""Oy! So many books. . . .""",6,6,4,1225152000,nice substitute for soda or sugary tea,"I like the taste of this product, but I have some suggestions:<br /><br />1) for strongest blueberry taste, use less than the 16 ounces of water that the instructions indicate (my first try came out like water with the merest hint of blueberry);<br /><br />2) stir REALLY well and be prepared for a bit of sediment anyway, as well as for an oddly green (I know it's green tea, but I rarely drink green things, so it seemed a bit weird to me at first); and<br /><br />3) if you're going to use a sweetener, why cancel out the health bennies by adding something like aspartame or Splenda or etc? I added a bit of agave nectar and found it perfect, but then I also like it without any sweetener at all (as long as I use less water).<br /><br />By the way, this makes hot tea as well, although it's marketed as iced tea powder.<br /><br />Enjoy!"
222370,B004E4CCSQ,AFFVUZEGP1FDQ,"Morrigan Alexandros ""The Opinionated Me""",1,2,2,1328140800,"Peach Flavor? Nah, It's Sugar Plastic Flavor!","Well, if I wanted to know what artificial peaches tasted like, now I know. MiO Liquid is a ""water enhancer"". I.e. it adds flavor to water. The idea is a good one. Making water more flavorful without adding any calories. I love regular, good old, peach tea; so, I thought I would give this a try. It is not that good. It is not good at all. I can barely taste the peaches. Instead, all I can taste is sugar and artificial flavors. Tastes like plastic. My mouth feels very dry and I am thirsty after drinking this. This tastes better if you add just a few drops.<br /><br />As I mentioned, this has no calories, fat or anything else. The ingredients list is way too long for what it is. how about just taking the essence of good old pea tea.<br /><br />Although it is convenient and easy to carry, I would not buy it."
84144,B000EVQWHU,A3LZ32VGXC91U8,Lawrence J. Kastriba,0,0,5,1256601600,the best candy ever,I have loved this candy since 1980 whe I bought my first bag in Germany and am so happy that I can get it in bulk from Amazon there are many gummy products out there but Haribo Gummi candy is the standard that no one else can meet.
286353,B0019AC50I,A12RWOLW0S41YH,tatelydia,2,3,5,1295308800,Buy This Gum!,"I am a hypoglycemic and have recently decided to respect my body's need for very low amounts of sugar so that I do not end up as a diabetic. Before beginning this new lifestyle my creature comforts were mints & gum, but because almost all of them are made with sugar / sugar alternative that raise insulin, I thought I had to give them up completely. Xylitol doesn't require insulin to metabolize so this gum is a god-sent. I love having multiple packs at once - I keep one in my purse & one at the office. Any time I need a breath freshner or a sweet treat I pop 1 in my mouth & I'm good to go! I'm so glad this gum exists."
21234,B002QWP89S,A2MPZNQ21HHZLH,Old retired teacher,0,0,5,1325635200,"The only way to go, unless money is not an issue!","Our three dogs love Greenies. They are very expensive (usually $32.99, but marked down to $29.99 sometimes). Then, on top of that you have state tax. So ... if I buy 4 boxes: two Petite and two Teenies in a store that has ""Pet"" as part of the name, it'll cost me over $135.00. If I do the same thing through Amazon companies prices it costs me about $85.00. That's a difference of $50.00 (for the Math impaired reader ...). Go with free shipping because it, literally, gets here the same time frame. Use the $50.00 and take your spouse out to dinner!<br />The product is great. I did notice that two in the same day was a bit tough on my Pomeranian's digestive system and caused a little diarrhea. The dogs love the taste and would eat them all the time. We get the small ones despite having two larger dogs because they will chomp them down in a heartbeat. With the smaller sizes the dogs still get a treat and the boxes have a lot larger amount of Greenies in them."
437353,B001ELL7EW,A3B4BW4HJWTDLO,Joanne Schuky,0,3,5,1200182400,nice product,"Took a bit longer than expected, but made a nice gift to go with the grinder."
10089,B003EML8PM,A35GZC8FLLHOZ6,"G. Schmelzer ""varied interests""",0,0,5,1341014400,love those rinds,"Can't find this product anywhere except on-line. I guess no-one enjoys them as we do. Same kind of hicks that don't like boiled peanuts I guess. Anyway, product is wonderful and was shipped promptly. Hope to continue buying from this seller."
138248,B000F6SLM8,A2OSNG41NOY5U9,Kelly vonNordheim,1,1,3,1155168000,Yum! Corn Free!,"I bought these because I have a corn allergy and wanted to substitute them for the LA Weightloss bars that list corn syrup as the first ingredient.  I was pleasantly surprised that they were pretty tasty! My favorites are actually the Fudgie Filberts that taste similar to a Little Debbie brownie if Little Debbie's were diet. Following that I would say Almond and Coconut are tied for second. Third is the Peanut Butter which is the highest in protein but not as good as the others. My husband didn't like any of them but could tolerate the one I liked least, Peanut Butter.  Over all I think these are great as a healthy snack for people with food allergies or other dietary restrictions. I think I would have picked a different name than Betty Lou's Nut Butter Balls.  Nut Butter Balls doesn't sound as appetizing as what they actually are!! Nut Butter Balls.....Mmmmmm!"
371810,B000FBOAOQ,A2O15I4NSR8TY2,AJ,0,0,5,1290902400,very pleased!,"The order arrived very quickly, no broken cookies and I'm so pleased. These are my aunt's favorites (and mine too), so we are both loving this. I'm so glad I found these on Amazon.com because they are so pricey in the store!"
489487,B00192CNG2,A13TOW0EII99BS,"T. Husom ""chummyjoll""",1,1,1,1331856000,They dont work,I have little flies all over my plants.  I used the whole package on 3 plants and the flies are now worse then ever.  This stuff just does not work.
239134,B005P0VVY4,A23ILIMKEXD7VC,Margaret Garretson,0,0,5,1314144000,Celestial Seasonings Caffeine-Free Herb Tea,"This is excellent natural Caffeine-Free herb tea.  It is easy to make. Just place 6 bags in a quart of cold water, place in refrigerator for 3-4 hours and it is ready to drink.  Great flavor.  I serve it daily."
248770,B0007XPS98,A17SH6KDMS849S,Wasiechu,2,2,5,1168473600,On a cold day....,"My first experiance with MarketSpice Tea was on a cold day in Alaska. It's warming, tastes great, and is just what's needed on a cold day.<br /><br />I discribe the tea as orange flavored with a ""bite"" It's aroma fills a room creating a warm feeling."
567228,B000LL0R92,A1G5A8NMZT9QIL,California Vegan,0,2,3,1222992000,Good,I like this product.  The reason only 3 stars.  When I received my order 2 didn't taste right.  The ones which tasted right were great.
523990,B004JGQ15Y,A2SH7OWE8QJYNC,Kaleidocherry,0,0,2,1301529600,Typical American junk food,"First of all I thought these were going to be Oreo sandwich cremes with peanut butter filling, covered in a fudge coating. Well, the inside is not a 'sandwich' creme - it's one Oreo disc with some kind of processed (to the point of no-peanut-flavor) cream inside, and the whole thing is then coated in fudge (which Oreo loosely uses to mean 'chocolate,' but I knew it wasn't really going to be real fudge). Because there's only one cookie inside each unit, the proportions are pretty gross - you get the medium firm texture of the outer chocolate layer, which is fine, but a single interior cookie is not enough crunch to set off the sort of lardy faux-peanut-butter layer. My son (age 10) ate a bunch and probably would have eaten more, but I'm more of a discerning customer when it comes to both chocolate and peanut butter, so I stopped after my 2 experimental ones. I do like plain Oreos, and the plain Oreos covered in the 'fudge' - but this combo just doesn't do it for me. It seems like it's just a typical processed sweet snack food with no real flavor."
561437,B004SKVWNW,A2ADF3PBL46KW3,NINASMOMMY,1,1,5,1316649600,MY DAUGHTER LOVE THIS FORMULA!,MY DAUGHTER LOVE THIS FORMULA! WORKS BETTER THEN OTHER GENTLE FORMULAS. HAD A COUPON AND CHECK TRIED IT SHE LOVED IT FROM DAY ONE HAD TO SAY DIDNT TRUST AT FIRST BUT IM GLADE I BOUGHT IT!
40064,B000VYD0MA,A1UXVAEMOWA9AY,TG32,1,1,5,1315958400,Worked great,"After trying for over a week with the Victor Black Box style trap with no success, I purchased this two pack of traps.  They worked wonderfully on the first go around.  I was originally put off by this type of trap because of the extra things you need to set them (wire to tie the two traps together, and marker flags to pin them down so a half dead gopher can't run off with your trap), but with a little creativity used a wire hanger bent to accomplish what I needed without extra purchasing.  Cheaper, and for me, very effective."
398884,B001D09KAM,A2Y89QKRS0YVYT,henry,0,2,2,1348185600,package was opened,"You gave me a package that was already opened with one bar missing.  NOT cool.  If this happens again, I am not ordering from you anymore."
555221,B000XKFQ8I,A7CPW2TTCFLYK,M. J. Stringer,2,2,5,1252022400,Excellent cat food - and NO corn!,"I've been feeding this cat food to my beloved cats for over 3 years now. I only wish I discovered it long before that. If you have a cat that is sensitive to corn, and  corn meal - this is the proper food for your cat. It goes a long way, too. You will find out, that your cat does not spend its entire waking time in the food bowl. My two cats eat about 1/2 cup a day. Not ""per cat"". Together. They have beautiful fur coats, healthy eyes and lots of energy (for a cat). I know Blue Spa Select is expensive. However, if the cats eat much less of it, it goes much longer way. Overall, I don't think I spend more on cat food now. I spend about the same, or maybe even less than what I was spending buying Purina brand, or for that matter Science Diet (which is mostly corn, anyway)."
415984,B000EDK5MG,A1UFEEJGYN746L,David R. Mclauchlan Jr.,6,7,5,1173312000,Good Stuff,I appreciate the size of the package. I especially appreciate the cleaness of the product. It has been well cleaned and is not full of extra things. The taste is good.
525387,B003968G44,A3S2TI49AOQPHH,Ohiogirlatheart,1,1,5,1326585600,Great low carb muffin! Company offers a lot of options!,"I have made these muffins 2 times now, they are a great addition to a low carb living plan.  I added the grated peel of 1 navel orange and really liked having the extra flavor.  I used the no fat version recipe because I am also counting overall calories.  This is a great product and I plan to purchase other flavor options and foods from this company."
4242,B004391DK0,AOW43RLG2CVYT,"Chris Wife ""chriswife""",0,0,5,1299110400,"Just like the old Bisquick, only I can eat it.","My Mom's Impossible Veggie Pie was a staple in our house - especially once I became a vegetarian as a teen.  As an adult I served it regularly to my family.  Ten years ago when my celiac was diagnosed it was bye-bye veggie pie.  I do try to eat less processed foods but I really did rejoice when I heard about the GF Bisquick.  We had Impossible Broccoli Pie last night for the first time in a decade and it was wonderful.  The mix is just as easy to use as the non-GF alternative and produces the same results.  No crumbles!  How often do you see that in a GF product?  I bought a box at the grocer to test, then went directly to subscribe & save here.  This will be a staple in my GF kitchen."
371224,B000MJQBQQ,AZWWYWR908X25,Jim,4,4,5,1321401600,This Ice Cream Club ROCKS!!!,"Recently, I was gifted the Ice Cream of the Month Club by a very good friend. I was somewhat confused thinking ""how the heck can their be an ice cream of the month club?"" But, with having given and received numerous ""of the month clubs"" and having all great experiences in the past, I was curious to see what they had put together here. Needless to say, WHAT A FANTASTIC SURPRISE! The 4 boutique frozen deserts arrived packaged in dry ice and were completely frozen. My girlfriend and I were pretty enthusiastic to dive in and try them all, but took a step back to read the companies review on each of the vendors and brands. We decided that we would begin with the ""Berto's Gelato - Roasted Banana True Italian Artisan Gelato."" After a single bite, my girlfriend declared that it might be the best gelato she has ever had, and proceeded to eat most of it while we watched TV. The best description she give as she devoured the gelato was saying it was like having ""velvet wrapping around your body."" The additional flavors included in our shipment were Gilles Sherbet Swirl, Cedar Crest Elephant Tracks Ice Cream, and Oberweis Cookie Dough Classic. Each of the selections were very delicious and from companies I have never heard of. I highly recommend this club to any person looking to give or get an array of tasty desserts that you'll want to find more of once you're done!"
112118,B0001YYP06,A99UNMQAQN2UI,asmith,0,0,1,1280448000,Not what I expected.,I'm pretty sure this is just brown sugar. It is not like Sucanat. I gave it away.
222152,B0001689UG,A15XUEXTCJUL6A,"Kilgore Trout ""kt123""",0,0,2,1331769600,Sadly Disappointing,"I have craved the flavor of eating black walnuts for years, so I placed an order here when I saw them available. I was disappointed at the stale flavor and lack of the slight, sweet cherry taste at the back of my palate that I remember when eating these as a child.<br /><br />The price was not inexpensive for this experiment either!"
82810,B00122CM60,A31DDHO9O14Y88,E. Gray,0,0,5,1262822400,soup lover,The product is great!!!!!!!My kids are all grown and have families of their own. I shared it with them and they all loved it too.Purchased it directly from Amazon because it's hard to find in the store.
